,uic,code_postal,total_voyageurs_2016,totalvoyageurs2017,total_voyageurs_2018,total_voyageurs_2019,total_voyageurs_2020,total_voyageurs_2021
0,87313759,60220,41096,43760,40228,42685,32396,51811
1,87381657,78260,3454567,3497615,3478859,3468208,1597517,2450555
2,87781278,34300,660656,697091,588297,542288,394380,561160
3,87741421,73610,3912,3117,2535,4754,2921,3658
4,87586693,47190,90187,96909,92690,109094,89616,106764
5,87185629,70320,5942,5594,4429,7348,8639,5715
6,87722744,69340,27939,35720,37031,37840,32702,37923
7,87313072,80300,455852,471473,447970,473720,347558,421455
8,87444711,61000,393130,408691,370206,400220,232970,310971
9,87594234,19240,14697,16670,18504,23411,15856,17797
10,87592311,87240,31750,30597,25961,27893,25184,28521
11,87574343,37400,513690,560417,556255,589710,380263,528945
12,87171744,2190,12624,15485,15470,14722,13302,14165
13,87381491,78570,623470,563440,499012,445551,205140,516688
14,87543090,91670,162250,170954,175547,183224,75617,130031
15,87485102,17690,15996,16213,9187,11349,7140,10878
16,87295055,59186,20983,20943,20097,20768,14384,18522
17,87757567,83530,3867,3503,3680,6677,5313,8814
18,87757674,6600,1953102,2220716,2105087,2440877,1369074,1865911
19,87718155,39600,42298,50131,44352,52202,52302,66112
20,87683680,89270,1962,2408,2091,2752,2568,3008
21,87192401,57130,121770,113392,102738,108528,74062,91172
22,87381137,92600,15431212,15666171,16317005,16996318,8693940,15175351
23,87763250,5140,9597,11474,9306,8513,3410,2895
24,87611764,32270,7969,9714,7586,10418,7529,10844
25,87396572,72800,19307,15823,13647,13396,8620,13479
26,87345447,59265,49293,47944,44209,50636,25519,23090
27,87172122,8320,9191,9767,9357,10424,9818,9456
28,87597823,23200,7732,6342,4171,4438,516,687
29,87611749,32000,217086,239210,191987,225670,151588,194599
30,87415158,76720,186549,188636,197127,214793,159577,184178
31,87611384,31190,394346,396360,316911,343578,258534,301569
32,87276543,95430,123968,127133,124831,137596,59979,94246
33,87295725,59440,4698,5569,6868,7084,2791,2318
34,87295733,59440,160636,165722,153358,170792,111552,120372
35,87765008,84000,2341921,2575499,2158528,2301960,1279138,2067055
36,87318964,84000,3836804,3899905,3685875,4094962,2154016,3124201
37,87342584,62210,77329,83024,78849,84499,45458,47150
38,87576439,18520,26383,28903,27513,35132,28256,39421
39,87571638,37190,70146,71656,72388,84578,66667,76788
40,87764571,30200,None,None,None,None,None,None
41,87773457,34670,146538,174582,156311,188711,166854,285694
42,87286872,59780,44687,53118,54454,57067,33237,35458
43,87182840,68490,10091,9423,8034,7285,4662,5363
44,87171348,2220,10238,8864,8488,5856,4467,2487
45,87781609,34600,16859,17095,15337,13726,16035,23592
46,87473165,22810,2125,2129,1700,1711,2286,2760
47,87641068,3330,8580,6744,6547,6618,3307,5018
48,87476408,56550,1078,450,1127,1586,1375,2349
49,87281105,59380,170474,181696,178905,202757,125757,127268
50,87696336,3340,10237,11083,11071,13912,9102,13665
51,87594747,46110,7,7,20,5,10,9
52,87342402,62660,12758,13702,12855,16102,7478,10410
53,87723544,1700,185736,202058,198025,213302,137011,176189
54,87781005,34500,1374338,1441893,1214111,1129019,831286,1192730
55,87342097,62118,59082,64218,57790,61097,37582,47484
56,87673400,64200,419448,501005,496224,571419,431935,630302
57,87673699,64780,1621,1600,1739,2497,2001,3382
58,87345140,62420,203519,221829,221159,233559,138698,140881
59,87193821,57230,18895,19610,20640,26270,15583,22009
60,87141135,54360,279193,264277,246147,251380,177687,216220
61,87317248,62770,1407,535,5,8,77,882
62,87694612,71450,5586,6130,7317,13853,21322,22555
63,87574004,41000,1499456,1576606,1465901,1507917,934646,1232414
64,87172049,8120,68443,68922,64059,65702,66622,73125
65,87296269,2110,167908,171123,154861,142094,109447,120520
66,87381079,92270,5106507,5474708,5453024,5459393,1956992,4906735
67,87645184,15600,120,82,58,61,13,78
68,87682518,77310,131326,132082,129907,129195,68921,89893
69,87182709,68540,257549,260987,259569,298568,204231,232620
70,87113407,93140,13017323,13024968,12799616,12574385,7412905,10222297
71,87545731,28800,36828,37827,35211,42944,28093,41599
72,87726414,42160,55706,59067,57138,66667,36464,40429
73,87276444,60820,43084,46272,44209,41161,24170,34587
74,87276717,60540,298770,305842,278858,297438,209769,236641
75,87481200,44830,19696,25179,26796,33921,24669,35343
76,87345389,59111,33428,36656,34644,37029,25002,17881
77,87543181,75016,3615337,3484634,3290898,3130349,723394,1151507
78,87545178,91850,1442819,1470879,1463257,1476220,626559,953033
79,87281279,59630,14627,15587,14818,20921,17061,18171
80,87743005,1000,1728014,1814080,1662833,1770487,1214094,1453090
81,87741793,73700,347270,345929,344666,369133,246215,204591
82,87712265,21490,8375,8340,10112,8764,10228,12569
83,87381624,78980,375428,361155,339493,324134,127358,247376
84,87415364,27800,8257,10354,9516,13096,10420,18951
85,87734269,43100,82274,93356,77937,95704,61464,79521
86,87212134,67170,522294,565974,563815,619310,423151,486002
87,87387092,27730,130854,133082,103373,107823,66030,83609
88,87342105,62160,196459,198058,174904,181839,99295,106125
89,87718122,25320,11428,8714,4466,5284,6415,6242
90,87444000,14000,3070891,3191694,2835925,3173011,1959000,2523089
91,87317263,62100,999319,982337,895183,998639,757575,923165
92,87473546,22160,21166,24032,23917,27278,29476,36048
93,87783340,12560,487,915,770,763,531,479
94,87345413,59169,40890,45486,42550,46429,18436,19417
95,87447144,50570,1404,1948,1403,None,None,None
96,87611061,31390,264504,275991,211810,242174,191932,217819
97,87447243,50500,189685,204135,182871,198781,115933,139469
98,87615625,81400,89990,96438,76308,84973,62788,87641
99,87765735,84000,257686,356186,313065,313857,163728,231161
100,87751776,13260,238249,271895,256460,294183,204879,269368
101,87611897,82100,84572,82548,68087,76508,61749,90966
102,87581538,33700,40743,60107,55965,72314,38370,47306
103,87613356,82300,99606,102636,81556,90861,77676,115581
104,87491217,33620,31594,39048,44820,55349,40871,53449
105,87381905,95800,12213175,12347999,12279673,12236286,5992100,8094593
106,87382499,95800,6806298,7125540,7359555,7560627,5544432,8547410
107,87276063,95120,3026905,3047339,3036288,2994643,1248094,2387478
108,87582742,33720,212203,233554,256860,305309,217265,280802
109,87682161,77240,2243095,2215556,2141123,2087642,826308,1220134
110,87481390,85300,141623,158081,149736,179537,118681,151854
111,87725002,71100,1297413,1366947,1238458,1309047,1040278,1185498
112,87746784,74400,143725,142873,134648,150679,100733,113584
113,87741231,73390,28457,32484,27915,25795,22831,29576
114,87276519,95660,320066,344530,353481,342276,158430,311096
115,87682450,77430,478155,497079,505753,518423,237145,415355
116,87185348,70290,43374,46864,44324,52227,52119,52818
117,87141085,54250,13210,9340,11239,14994,12645,17742
118,87481051,44000,28301,30325,35066,45506,27555,34645
119,87276113,60500,2500930,2603456,2427387,2679758,1694056,2105427
120,87734343,48600,464,500,500,707,611,1153
121,87722561,38670,144755,160477,158389,195254,136089,172740
122,87595165,24460,895,1091,1317,1871,1671,2114
123,87491506,16120,48921,51176,48544,56387,36591,31666
124,87473140,22170,10492,11001,10169,11356,9087,12364
125,87712679,21170,13434,15049,9327,9833,10429,9623
126,87175117,52170,1393,1193,1571,1416,1822,2911
127,87276311,60710,24603,27867,25476,28748,20332,23974
128,87741116,73310,15265,20739,20149,23568,16002,19144
129,87571687,37500,120107,125882,118423,139060,107852,123472
130,87545285,94600,14178267,14029876,13621599,13240339,6390626,8997300
131,87574301,41150,10939,8329,4616,751,475,818
132,87571836,37130,92624,98350,106829,113762,81152,123458
133,87313551,60660,100360,98692,87462,96422,69824,90708
134,87296178,2000,436,120,48,408,997,733
135,87696807,58500,23797,24943,21852,27041,17143,21382
136,87381129,92110,10573894,10745166,10863687,11275885,4471252,9184506
137,87481440,44190,800484,843331,837855,934116,609207,717987
138,87393272,78310,546690,527712,498229,466909,226641,358287
139,87713321,21110,29001,25943,26571,28509,28857,35154
140,87182014,68000,3589253,3887862,3950944,4200762,2566878,3186895
141,87611467,31770,295124,310686,246880,239697,182167,207456
142,87641415,3600,152911,149476,135685,128926,92822,93256
143,87276691,60200,2277907,2313592,2164053,2277888,1495127,1887027
144,87387159,27190,97605,104160,96123,88186,48376,37186
145,87192666,54800,120952,117396,105949,110786,72011,92548
146,87381459,78700,5490546,5463185,5328451,5226077,2651640,3515095
147,87144287,88140,37162,30915,26665,25390,18447,24991
148,87681007,91100,8205885,8829062,9324546,9842549,5418465,9146952
149,87696617,58800,4664,5091,4865,6542,3962,4451
150,87571430,37320,117239,109468,101215,97289,77824,109099
151,87171769,2840,7064,7048,7267,5811,7023,9545
152,87281402,59210,7710,7773,12240,26533,9656,7865
153,87571448,37310,13772,8599,6041,3709,3814,2941
154,87342063,62121,816,396,94,102,703,1272
155,87192211,57530,27098,25377,20933,22931,16959,20659
156,87447110,50200,144214,147753,124199,132814,89347,126086
157,87313544,60660,3935,3834,4447,2906,1531,2135
158,87296152,2870,3029,1738,1993,2684,2223,3363
159,87286716,59170,6973,6880,6510,7775,3694,3049
160,87756338,6800,148277,179215,173172,221457,137254,189625
161,87271874,2880,183,327,596,1011,376,399
162,87481457,85610,8527,11186,11178,12805,14969,21738
163,87271536,77230,939476,1002882,1027727,992824,323608,808825
164,87718312,25410,28129,25444,21128,24692,30667,35449
165,87184440,90100,None,None,1250,25996,17348,19250
166,87172064,8800,25000,24211,20934,24336,22128,28179
167,87141648,54930,1284,1745,2234,1911,1373,586
168,87215665,67430,100927,109674,104237,99722,82982,106083
169,87611681,82170,99469,104385,78002,92083,84194,100828
170,87575191,86130,26808,26942,25892,25212,23302,24292
171,87444414,14390,24560,26720,20593,27525,14684,20250
172,87276436,95330,2710479,2673396,2694723,2620960,1238904,2377492
173,87540179,91410,307640,343508,374439,416770,226155,633544
174,87756775,6340,34709,37112,35806,46557,23792,23847
175,87316075,80730,12829,10017,9338,8475,6308,5055
176,87697342,93120,None,240459,474457,464595,220312,977745
177,87281469,59173,24212,24707,27692,28572,12028,11304
178,87214106,67600,14582,13195,15104,17186,11859,15009
179,87725895,38130,380139,428483,394714,457707,281802,342753
180,87594168,19300,33570,31977,31158,31577,28707,35886
181,87545475,91520,495986,507106,507089,511516,240867,399633
182,87763466,5200,127417,121268,99029,109995,60362,72093
183,87214528,67960,344805,348098,343863,374862,186037,229099
184,87741280,73220,28939,32609,29200,30020,24628,28467
185,87276584,95120,939831,959969,1022305,1036432,426707,857109
186,87784843,66800,327,342,306,515,697,299
187,87281113,59470,110199,122084,126270,146409,111606,116349
188,87718536,25580,47593,48453,43353,48324,48741,50499
189,87317065,62630,358759,377338,354757,388912,268566,396110
190,87484154,49330,55988,57633,61562,50986,20760,25656
191,87387001,27000,1107913,1162631,1089292,1129373,693195,787499
192,87478552,53600,187563,192127,181310,162097,93350,120082
193,87342527,62580,1852,1824,2718,3655,2352,1072
194,87193359,57380,177317,191196,178904,194382,116301,145608
195,87413542,76400,83873,134107,136324,162037,107655,135810
196,87172874,8170,7131,5477,4150,3555,4484,4478
197,87171371,2130,8619,4762,2558,1578,309,77
198,87317503,80210,15714,15591,9990,6453,1392,864
199,87447649,50320,12051,12712,8596,4046,2163,4068
200,87491159,17500,61,82,93,89,None,None
201,87393405,78330,2181172,2498898,2800672,3165988,1461947,2142184
202,87784819,66120,52547,52883,44814,47484,40745,58068
203,87486316,85480,2389,1590,2123,2420,1890,1363
204,87417444,51100,42094,46450,53799,73054,70769,80161
205,87276071,95130,5722193,5831267,5952225,5875083,3109665,4995126
206,87715136,25560,167460,172159,154920,208176,133728,171951
207,87757518,83700,95,51,32,7,30,1
208,87296293,2230,22091,23812,19992,22961,14289,20237
209,87342212,62690,7961,7935,6540,4836,3906,1808
210,87694638,71230,2092,2353,3822,7575,10972,12780
211,87732404,3800,87973,92707,81266,91313,56161,68148
212,87763003,5000,344884,357164,294714,292341,155845,200559
213,87691436,58600,58,18,6,9,45,7
214,87491225,33240,25723,31982,31528,41321,39013,46806
215,87582403,33610,289099,313616,322331,367353,242484,308853
216,87775213,30450,30160,28878,26077,25944,19329,23565
217,87214254,67140,24846,25665,24238,26369,22647,27928
218,87476309,56530,8476,6297,5997,8441,5461,8391
219,87594325,46600,1228,859,436,116,39,154
220,87618082,82400,1760,565,None,None,None,None
221,87747477,38570,328314,347844,337837,399451,254941,284655
222,87473801,22200,382,1077,2325,865,1651,2918
223,87681353,91000,412191,376379,336778,302375,141132,603514
224,87741611,73460,14268,14508,13601,17257,10781,13546
225,87116012,77220,938758,930677,904863,881676,436595,662867
226,87722298,69520,61896,71350,71224,92875,70641,91360
227,87276592,95120,1713626,1739184,1747157,1720304,767868,1480690
228,87276360,95410,1599215,1621062,1612611,1583612,537702,1315983
229,87116269,77580,76508,81222,84271,88140,52298,100298
230,87673459,64210,18830,21347,18887,27590,20561,30445
231,87471151,35580,127139,131237,138612,169836,111583,116856
232,87191114,57300,1105289,1073014,1014190,1031259,698366,872214
233,87213058,67500,1573588,1662901,1646301,1734756,1316770,1647848
234,87673640,64480,15,28,7,223,1462,3840
235,87590331,44000,94348,92615,97512,116440,68259,80210
236,87192724,54800,652,1279,1705,1580,286,182
237,87281899,75009,47606238,48184682,47907489,47687285,10027494,29676067
238,87313692,60112,6313,7492,5298,2949,2344,4076
239,87295063,2500,114927,114781,102033,103873,70357,104867
240,87191692,54310,32861,31140,25483,30182,16708,22922
241,87144220,88500,1496,695,928,1058,761,354
242,87144089,88150,11250,8477,9033,14274,12451,15286
243,87381574,78440,204045,208585,208966,211354,139822,308847
244,87673665,64250,39,75,135,255,10,None
245,87491472,16200,43861,42313,34251,39286,22155,23390
246,87747535,38560,16778,15895,12850,17869,9411,12009
247,87575217,86130,28974,29059,24999,26591,16113,15822
248,87491142,17500,97593,103420,99371,115737,63126,94337
249,87757666,6160,599898,728265,674569,811048,452532,609298
250,87191346,57920,4842,3961,3893,4238,2221,2902
251,87474213,29480,39221,38626,36793,47127,35965,31808
252,87212324,67840,91727,94006,95551,96880,69558,82257
253,87481267,44760,15663,22179,23817,30187,24445,32545
254,87471094,35360,15866,14145,11065,12887,8610,8994
255,87486308,85310,3177,3762,4720,3890,557,191
256,87751784,13600,485870,541933,504549,539722,369263,482815
257,87694737,71800,25456,21946,24523,26913,22176,30211
258,87271304,93120,13519983,14019873,14288840,14517022,7295836,10752022
259,87481689,44600,2802,1996,1643,3399,2737,4428
260,87681452,91590,474134,451160,420283,393534,188972,330418
261,87491274,33440,16509,15121,14632,15736,16470,24690
262,87396036,72380,32008,32061,30191,25208,10322,11597
263,87691394,58400,114,114,413,1283,2403,2697
264,87594416,19520,228,339,177,263,66,1715
265,87583427,16110,16401,11004,3766,1427,1,3
266,87437798,17000,81938,92158,69109,71943,54398,66235
267,87746305,74800,372662,380270,344195,371253,245508,373942
268,87394403,28110,13412,13316,11314,10950,8999,9605
269,87723577,1360,183082,195194,180282,201648,128045,158092
270,87394171,28300,96104,92946,86348,93032,68967,74462
271,87592733,87260,6098,5445,4876,4155,2755,1345
272,87613471,82250,3845,4525,4258,5671,4219,6499
273,87444638,61300,136643,138322,134750,150610,99820,132125
274,87471144,35890,23001,17846,14529,16302,10753,10217
275,87584151,24230,6315,5069,3147,2920,4349,7936
276,87474239,29800,589344,584995,567152,636579,444597,564950
277,87141093,54410,8719,8653,9556,10282,6555,7710
278,87142091,52200,85182,83598,76980,81529,46127,52971
279,87611939,31000,16736,17190,14783,11783,10484,10203
280,87763557,5120,51154,48578,40298,45379,29970,35493
281,87751529,6340,17609,23129,23898,31204,15559,23030
282,87212464,67630,22610,24950,21638,25742,15414,17697
283,87478404,53000,1250032,1318250,1340455,1381878,830231,1117818
284,87271478,93150,3823291,3953284,4006261,4052899,2040928,3044176
285,87757757,6400,43474,6957,52143,85092,52529,95809
286,87734228,63340,21098,23247,20625,28746,24702,31076
287,87726711,42500,27640,32783,28741,34013,16223,24405
288,87113522,93220,3248342,3294408,3277376,3268600,1562549,2851761
289,87000032,72000,None,None,None,None,None,None
290,87444083,14330,23463,21613,19002,21046,16827,20340
291,87473553,22850,2742,3028,3098,2752,3235,4820
292,87343210,59125,134365,155320,158245,176451,74327,68628
293,87784512,66270,2229,2317,767,17,1320,2655
294,87681247,94700,3293224,3254355,3158156,3062538,969205,804485
295,87741496,38490,4259,4302,4893,5284,2818,4491
296,87543017,45400,1620529,1666961,1585092,1592924,888807,1113331
297,87592048,87480,4974,5833,4371,1653,929,3105
298,87386664,78480,402805,398401,385612,375772,194818,368213
299,87677104,64700,21850,24654,21101,32774,23722,38983
300,87721704,69260,1560,2175,1432,1859,1875,1562
301,87473587,22160,314,597,423,840,476,25
302,87734178,63730,165126,164243,147413,151831,127362,132723
303,87691600,58640,1070,579,746,1831,487,521
304,87386300,92250,4185281,4265730,4280459,4283672,2124124,4068322
305,87595702,24330,2641,2885,1699,1600,813,1217
306,87581314,33340,64273,81733,86740,107129,74228,106889
307,87286849,59810,173908,187268,167601,181001,102760,116200
308,87172544,8290,7,10,24,274,203,288
309,87109306,59000,219877,239655,239606,287018,192628,209963
310,87342238,62190,254422,252496,210324,199562,124271,143653
311,87595553,24210,935,283,58,1221,542,None
312,87598755,11300,2040,2020,1621,3796,4693,7261
313,87444265,14100,1105959,1154817,1070435,1152606,662324,823348
314,87184572,25250,83533,89119,87144,106385,86730,96931
315,87615310,81310,78875,83085,64558,75711,61130,80808
316,87476275,56170,1762,563,315,2014,992,1585
317,87141069,54460,20434,24551,27533,29876,21124,24322
318,87171728,51220,30161,32324,27644,26527,31268,33768
319,87611053,31410,99801,105821,85589,102160,77042,100384
320,87712620,21230,6576,7745,5133,4425,2912,2043
321,87393611,91160,552047,532378,504031,480402,136777,129737
322,87276303,60126,46988,45314,36959,40050,24630,34405
323,87411447,76750,11893,9873,11120,11158,7437,8076
324,87718239,39000,343976,371572,327804,339975,255434,318419
325,87761262,26270,47475,51460,45255,62121,39667,56630
326,87611178,65370,1296,1235,1101,1329,833,895
327,87641050,3330,3188,1693,1573,2647,1987,2003
328,87761874,26310,6251,7456,6384,8242,5810,5520
329,87141481,54710,15686,16244,17438,22919,14306,16503
330,87773424,34400,7438,6012,4499,5517,4838,10535
331,87485540,86600,42441,45138,42193,51159,31615,37893
332,87747667,26620,5329,5880,4526,5455,3261,69
333,87575845,86320,26702,26226,19520,22309,17096,22124
334,87182543,68140,8825,9463,10932,10194,6372,8902
335,87182667,68460,51734,47464,45475,49250,39886,44604
336,87583823,16230,24996,27468,21635,23325,18100,23429
337,87721175,69009,567666,669745,646409,698192,456395,556769
338,87394130,28130,1207819,1209835,1186265,1232897,920336,1080974
339,87386425,78600,7842005,8149225,8358173,8594609,4048033,5790062
340,87681486,91720,207032,195208,180378,167203,84596,179356
341,87141796,54820,14137,15930,17978,19855,15271,19328
342,87313445,80720,41023,41982,45126,50551,43568,46928
343,87393470,28410,245220,231517,207254,204645,115870,128812
344,87382812,78750,69257,64132,58655,53506,None,None
345,87381715,78124,75375,79678,82238,85503,39174,76033
346,87485334,79360,7893,7726,5830,7067,8587,9732
347,87116228,77610,373661,392981,403995,421062,171958,336427
348,87411249,76150,89439,95966,92979,99415,68052,69644
349,87342469,59274,19534,17314,16557,18664,8753,8763
350,87317339,62250,154999,160432,139133,137867,105312,123720
351,87781294,34340,6885,8290,9131,10913,8269,11713
352,87313726,60860,34684,34135,30307,28586,27336,41085
353,87611087,31220,24474,22694,18094,26839,24473,31815
354,87783282,48100,29945,25742,21787,15747,9125,9613
355,87381723,78580,295486,302193,303254,305405,160657,281096
356,87595728,24260,418,334,421,554,199,1
357,87576116,18500,50612,51129,45373,46896,29672,48108
358,87141390,54200,2072,2643,1567,1094,936,1341
359,87681411,91540,1146510,1095707,1026207,965477,367289,1164793
360,87756494,6500,210608,230197,196796,237138,107569,156927
361,87611814,31530,63399,73088,61334,51200,41922,42836
362,87276675,95630,355864,369878,378755,394514,150619,379076
363,87192039,57000,6999919,7327159,7035904,7600267,4687126,5959695
364,87393108,92190,1248717,1215518,1163411,1111888,510325,842580
365,87594275,19250,18281,18350,17328,21029,15341,18401
366,87444208,14270,310601,309501,273594,298881,210231,249184
367,87575704,86550,3942,2271,1697,2661,1869,2049
368,87595538,24330,678,1010,739,436,61,None
369,87784546,66170,322,508,368,286,1195,3392
370,87783001,12100,71789,70869,50825,40223,30177,30413
371,87723726,1390,101028,96332,90023,98182,54101,63995
372,87753004,13140,625844,666781,617949,668063,423780,551184
373,87723528,1700,270932,284847,274363,305842,193554,219382
374,87734335,43580,1617,1960,1382,1776,1472,2214
375,87574681,37380,29767,31161,32319,29171,18587,26816
376,87594135,19300,1050,992,773,1082,1507,1743
377,87684001,45200,1588939,1673680,1642327,1717950,1002392,1230767
378,87718866,39380,517,325,284,811,343,383
379,87671016,40000,275100,317866,316906,355435,273230,341017
380,87313346,80500,161941,163924,156750,158727,116594,148986
381,87765818,84170,86965,126879,107288,106553,51419,76171
382,87765412,84140,20494,23364,23635,24245,13386,19097
383,87718106,25320,2479,2582,2320,2778,2317,1544
384,87682104,91230,4328950,4287891,4167597,4074620,1158916,2431317
385,87276089,95250,5024855,5036237,5044611,4906007,2474993,4437125
386,87345306,59182,175773,177849,161704,170115,95958,104126
387,87323675,3100,11342,13749,10941,7283,7320,10199
388,87194209,55600,8207,7056,4739,5546,2001,2984
389,87741181,73800,458017,492212,457599,509833,338293,430951
390,87481713,44550,12574,13949,21635,37489,22570,27253
391,87781534,12540,329,254,192,268,115,180
392,87595322,24700,137303,139407,128349,162574,110935,139080
393,87726885,42210,95908,105199,100717,119711,70602,82426
394,87182592,68690,33327,38416,39646,41079,34358,35531
395,87484170,49640,47906,49926,49119,42135,19077,26525
396,87313320,80110,141593,137375,143660,153728,120466,150176
397,87401323,6370,120438,41490,116753,165696,91143,143323
398,87681403,91100,798564,747525,685764,633274,220315,459871
399,87444190,14370,50359,54219,52825,65037,42302,46947
400,87174409,51400,72917,79372,72417,79829,54197,58985
401,87116285,77120,122066,120331,115847,112857,59769,89278
402,87191718,57250,26040,27842,27761,33122,21202,30889
403,87212449,67470,3908,2877,2943,4481,2518,2949
404,87212100,67450,79492,68210,65929,69281,41411,53029
405,87547307,75007,5371774,5213150,4970262,4739380,2070490,3232109
406,87175067,55500,855,892,858,866,664,891
407,87141002,54000,7633063,7891228,7582349,8098462,5160489,6402271
408,87386318,92000,5890393,6084600,6151526,6286199,95902,6434071
409,87481002,44041,11048763,11877861,11811037,12961997,8047221,11031867
410,87615732,12800,14811,15434,13756,18942,15936,18026
411,87645507,15170,25844,27451,22999,23995,19089,29274
412,87595272,24190,34594,34788,28205,33360,31255,33588
413,87590299,6088,22258,26358,20167,26770,13946,29023
414,87287151,59850,85623,87413,84376,77174,53280,54514
415,87592410,87510,4450,2687,1458,2413,1496,1964
416,87394296,28400,429097,432215,411036,477607,376474,481269
417,87393876,78590,251371,249046,243194,237626,None,None
418,87113217,93130,17100556,17446860,17492523,17495563,8762930,12963317
419,87393553,27320,13214,10910,9831,10375,5516,6321
420,87287292,62370,2296,2398,2137,2870,2048,3145
421,87481598,44390,298998,335380,337854,347537,198720,229927
422,87741694,73260,5457,5160,4143,5366,3517,6842
423,87192427,57680,118501,118605,110310,126279,99185,121821
424,87775353,30190,8892,10497,12094,12945,10869,17501
425,87213165,67330,196029,196648,195390,186710,141240,176160
426,87594630,19130,5695,6852,4329,7364,5336,10089
427,87672709,64680,7214,8225,7030,9014,6253,8593
428,87393447,78910,223046,225459,223646,223446,99230,156359
429,87296145,2550,14697,11276,7553,5564,8383,9079
430,87276279,60560,1556760,1751171,1817029,2147579,1302429,1591184
431,87673707,64780,2757,2775,1979,3406,3342,5413
432,87345249,59162,159284,166647,160372,171215,123204,145064
433,87116699,2210,2251,1052,1376,812,None,None
434,87722207,69600,136158,165780,146425,164130,114348,162086
435,87743534,1100,98712,93231,89149,102677,81885,108542
436,87175828,55190,2931,2801,3520,4708,3509,4676
437,87192468,54530,312330,308256,337660,350240,249760,277764
438,87686667,75012,3702383,4003278,3983108,4318464,2498330,3347763
439,87286500,59133,273362,305952,304017,331190,205214,198097
440,87316679,62340,2547,1554,1461,1316,429,102
441,87618116,31860,188800,180388,139920,125313,88021,116372
442,87474320,29410,2502,1793,1591,3067,2213,3102
443,87474411,29610,1322,1096,907,1301,841,1405
444,87582734,33720,65233,67707,73778,89635,71428,82552
445,87581397,33780,832,877,1161,1599,1720,1723
446,87141788,54340,53234,56376,68591,77858,48312,60106
447,87345207,59128,19886,19305,17724,19152,13177,17475
448,87393322,75015,3017162,2929009,2775337,2663328,1365313,1568414
449,87276154,95310,274583,295774,328806,300226,116823,257836
450,87725721,71570,35218,36465,32343,37095,25503,30793
451,87481846,44160,233789,226241,212620,202871,105595,143556
452,87447185,50880,340,455,286,1,None,None
453,87734103,63200,24978,21981,16232,17357,12565,16334
454,87478263,50170,21421,21439,17539,16749,17813,27474
455,87764555,30130,None,None,None,None,None,None
456,87683136,89140,103470,102634,84924,108606,72818,88156
457,87111278,75017,4245846,4126841,3928691,3762544,1318285,2502513
458,87611400,31120,305655,310530,237245,293156,227142,278279
459,87582718,33640,80217,91047,101476,121322,86776,103146
460,87745380,1550,3502,3988,5158,6067,4243,4053
461,87144204,88500,307,12,None,None,None,None
462,87276501,95590,323731,338305,340453,334990,141462,286464
463,87485268,79210,6421,5675,3786,4301,7079,7113
464,87171629,51360,10407,5449,2214,1897,2421,3964
465,87755363,83390,16824,18586,16446,17979,14026,21907
466,87382382,92800,3201842,3491920,3737930,4036184,1740529,2434882
467,87476671,56230,107051,119824,130897,161690,122833,187983
468,87474098,29000,880602,949964,951271,1058048,745934,1076265
469,87444620,61270,29,25,None,5,None,None
470,87753426,13270,3299,4220,2946,3035,1340,3925
471,87747279,38140,97487,107777,114172,132085,90386,113664
472,87215079,57444,33727,43273,50947,59618,44147,51178
473,87471300,35600,817109,802461,723108,740222,454586,669259
474,87571455,37310,48974,43920,42591,35201,23223,18956
475,87313403,60190,7786,8298,6632,8537,7776,9433
476,87281451,59173,21329,21080,22340,27002,15567,14664
477,87471359,35240,75620,43416,38574,38366,29121,34477
478,87597039,36260,18211,18483,18355,21607,18104,25018
479,87784660,66500,74,115,439,788,96,644
480,87213462,67120,7861,9998,11988,12349,6820,7785
481,87276352,60870,147764,144669,128734,131928,96796,112171
482,87613042,46500,7031,7512,5726,6702,5917,7404
483,87718403,25220,6608,7336,6756,7487,4621,5173
484,87116038,77680,3322409,3354377,3326124,3304512,1913470,2912276
485,87413740,76133,1795,1980,1263,1279,162,204
486,87185314,70250,31724,31536,30923,41658,36900,41293
487,87212415,67930,14099,12334,10372,12481,9793,10661
488,87474635,29680,31926,42497,28468,15774,6737,8879
489,87286567,59230,61394,67731,63529,68125,45264,53234
490,87431791,93270,1901525,1935774,1933062,1916809,2664824,1316379
491,87611954,31140,255,268,None,None,196,298
492,87491803,17200,225274,223983,182523,230667,158081,211716
493,87317404,80120,104876,111598,99067,105527,82576,119209
494,87712026,71150,23150,23776,24595,28812,29406,20718
495,87287300,62370,24239,24848,27684,30921,26271,27757
496,87214783,67420,31977,34911,33627,38779,30105,36880
497,87396408,72300,546858,566751,555714,584838,330700,455085
498,87721605,69210,160643,178141,176680,207646,145241,172135
499,87694851,71160,966,1206,933,1410,1506,707
500,87718296,39160,39553,45116,43525,51071,33285,47362
501,87584201,24230,9590,7437,4979,3149,2807,5358
502,87574129,45130,19614,17741,19727,19804,9396,14189
503,87741454,73520,19063,20433,17138,15911,11205,10332
504,87641076,3800,5422,5468,5543,7943,4475,3759
505,87753202,13250,55922,61563,64155,75620,51759,65940
506,87726307,42400,629237,679456,620745,695128,429784,512675
507,87722652,38370,448046,500457,491215,549243,363082,444871
508,87543116,45590,72580,72935,70305,67204,31852,40964
509,87393223,78210,5088041,5019441,4862074,4730879,2275378,3074076
510,87491282,33560,12564,17244,21773,32005,23631,36492
511,87597054,36260,2411,1785,1554,1635,884,982
